 Somme des distances parcourues par les 54715 artistes pris en compte : 3914895177.67,,,,
 , nom de l'artiste , km parcourus , ,
,nom,km,,
 , set and setting ,5944.654122, ,
 , Kristi Yamaguchi ,5943.831015, ,
 , A Faylene Sky ,5942.713585, ,
 , Bête Noire ,5941.163893, ,
 , Y'akoto ,5939.86761, ,
 , Danger Scene ,5938.997596, ,
 , Genetics ,5938.784907, ,
 , Les Violons de France ,5938.6876, ,
 , Dead Icons ,5938.534721, ,
 , 7 Stone Riot ,5937.70193, ,
 , Will's Comedy-Will Mc Daniel ,5936.390798, ,
 , Eric Copeland ,5933.971101, ,
 , Ted Yoder ,5933.893671, ,
 , Jesse Aycock ,5933.521323, ,
 , Dave Sampson Music ,5931.827107, ,
 , DBMK ,5931.091655, ,
 , Monika Martin ,5930.69698, ,
 , Viretta ,5930.530037, ,
 , Foreign Sons ,5929.972273, ,
 , P-Funk North ,5928.66357, ,
 , Elles Bailey ,5928.441365, ,
 , Melted Space ,5927.896053, ,
 , Minor Sing : Swing Manouche ,5925.707698, ,
 , Big Eyes ,5925.161188, ,
 , Doe Paoro ,5924.890592, ,
 , Medhy Custos ,5924.688109, ,
 , Small Houses ,5924.082743, ,
 , Golden Gardens ,5924.057396, ,
 , LaRissa Vienna and the Strange ,5922.418095, ,
 , The Zambonis ,5921.662187, ,
 , Maisha ,5919.985287, ,
 , Dear Blanca ,5919.887029, ,
 , Yeah Great Fine ,5917.654057, ,
 , Jennifer Hartswick Band ,5917.09848, ,
 , Gigantosaurus Rex ,5916.392046, ,
 , Attitude ,5915.497962, ,
 , Rorie Kelly ,5915.163587, ,
 , Spyda ,5913.624893, ,
 , The Tumbling Wheels ,5912.478306, ,
 , Control This! ,5912.274323, ,
 , Olivier St Louis ,5911.445133, ,
 , Rachel Hanson ,5911.420804, ,
 , Richard Dworsky ,5911.029223, ,
 , Moonlight Social ,5910.735913, ,
 , Metallica Reloaded ,5910.7308, ,
 , Master of death ,5910.284473, ,
 , Roxanne de Bastion ,5908.809451, ,
 , Davodka ,5908.633029, ,
 , The Zoo Peculiar ,5908.228679, ,
 , Chloe Jane ,5907.617131, ,
 , Patrick Galactic ,5904.90152, ,
 , SZA ,5904.633491, ,
 , Crazy Arm ,5901.055064, ,
 , SAINt JHN ,5900.545577, ,
 , The Fenians ,5897.848672, ,
 , Katie Jacoby ,5897.824372, ,
 , Funeral Horse ,5897.239591, ,
 , Alex Faith ,5896.800311, ,
 , 'Anastasia ,5896.509438, ,
 , Rain or Shine ,5895.984384, ,
 , Heaven ,5895.821378, ,
 , The Most Ugly Child ,5895.24653, ,
 , Krooked Drivers ,5894.639552, ,
 , Silversage ,5894.305309, ,
 , Black Motel Six ,5894.192923, ,
 , DJ Mathematic ,5893.567922, ,
 , Slow Mass ,5892.547567, ,
 , Compact Grey ,5891.307991, ,
 , Scythe ,5891.252253, ,
 , Mint Mile ,5891.143919, ,
 , J Trial ,5891.047319, ,
 , Clenched Fist ,5890.974859, ,
 , Neverworld ,5889.884328, ,
 , TheBeastProject ,5889.167875, ,
 , White Suns ,5887.87177, ,
 , Witches Of God ,5887.370894, ,
 , The Last of Lucy ,5884.937229, ,
 , Zander ,5884.769269, ,
 , Michael Baker ,5884.630223, ,
 , More Life ,5883.30393, ,
 , Take Me To The River ,5883.113723, ,
 , Esse ,5882.929549, ,
 , Cleveland Watkiss ,5881.461948, ,
 , Vital Signs ,5881.236623, ,
 , The Proper Ornaments ,5880.995291, ,
 , Misanthrope ,5878.715937, ,
 , the Cured ,5877.755215, ,
 , Davey Lane ,5877.500297, ,
 , The Resonars ,5877.417197, ,
 , Childe ,5877.143965, ,
 , I.N.C. ,5876.749213, ,
 , DECEPTIC ,5876.17965, ,
 , Blindwish ,5875.977331, ,
 , Allout Helter ,5875.477286, ,
 , Cantrip ,5874.149886, ,
 , LINDESNES TREKKSPILLKLUBB ,5871.97874, ,
 , Jon Neufeld ,5870.924192, ,
 , Kyle Colby ,5870.225949, ,
 , Challenge Accepted Music ,5869.78946, ,
 , Summer Music Festival ,5869.150994, ,
 , Ass ,5869.05835, ,
 ,"  Adestria, Erra ",5868.083635, ,
 , Stabbing Westward ,5867.497719, ,
 , Brass Tax ,5865.084605, ,
 , Hnry Flwr ,5864.976481, ,
 , Steve Wood ,5864.540661, ,
 , Ferguson ,5863.187658, ,
 , Shots Fired ,5863.082688, ,
 , Nation of Language ,5861.867965, ,
 , Ed Geater ,5861.173558, ,
 , Blaze Out ,5856.849503, ,
 , Andrew Watt ,5855.18823, ,
 , Fabian Ristau ,5854.730116, ,
 , Foo Crew ,5854.666455, ,
 , Peter Bruun ,5854.158872, ,
 , Fizzy-Ice ,5853.662886, ,
 , The Cornfield Mafia ,5853.149741, ,
 , Willie White ,5853.073624, ,
 , SunMonks ,5851.312402, ,
 , Cibo Matto ,5850.862131, ,
 , Hill Country Revival ,5850.737426, ,
 , Tom Killner Band ,5850.272885, ,
 , King Llama ,5849.442939, ,
 , Kingdom of the Holy Sun ,5849.340984, ,
 , Slo Pain ,5848.578709, ,
 , Rocky Mountain Jewgrass ,5847.579652, ,
 , Xochitl (So-chee) ,5846.137855, ,
 , Sharko ,5845.698002, ,
 , Public Memory ,5845.670215, ,
 , Rareluth ,5844.77808, ,
 , Becoming the Archetype ,5844.487722, ,
 , Peter Bjorn and John ,5843.602826, ,
 , Sir. Cadian Rhythm ,5842.577124, ,
 , Carlos Nilmmns ,5842.113179, ,
 , Hot D ,5839.037022, ,
 , Mechanical River ,5838.798523, ,
 , Dire Straits Experience ,5836.892358, ,
 , E-turn ,5836.843022, ,
 , Havalina ,5834.107719, ,
 , Snake Davis ,5833.044767, ,
 , The Lymbs ,5832.938118, ,
 , The RPMs ,5832.642684, ,
 , Raintown ,5830.809058, ,
 , Monoculture ,5830.780418, ,
 , Tobias the Owl ,5829.726751, ,
 , QUITAPENAS ,5828.927182, ,
 , Thunderstone ,5828.789298, ,
 , The Idle Kind ,5828.43313, ,
 , Scruffy Pearls ,5828.307346, ,
 , Amy Leon ,5828.093944, ,
 , Pierrick Vivares ,5826.82464, ,
 , Bring Out Your Dead ,5826.188032, ,
 , k.s. Rhoads ,5826.080927, ,
 , Get a Life ,5824.248717, ,
 , Tennessee Jet ,5824.222638, ,
 , Rudy Parris ,5823.929325, ,
 , Dave & Phil Alvin ,5822.662571, ,
 , Please Madame ,5819.857452, ,
 , Juno Lost Kause ,5819.103616, ,
 , Greg Bryant ,5818.679209, ,
 , Timothy Eerie ,5818.434306, ,
 , WEEP WAVE ,5817.029268, ,
 , Lito Garcia ,5816.577162, ,
 , SoluZion ,5814.920263, ,
 , DNA's Music Entertainment ,5814.730118, ,
 , David Goodrich ,5814.046678, ,
 , Ecology ,5813.759269, ,
 , Radnor ,5813.408281, ,
 , Riala ,5812.692733, ,
 , Barak Hill ,5812.66286, ,
 , Rachel Udow ,5811.525828, ,
 , Russell Allen ,5811.429501, ,
 , AJ Pero ,5811.429501, ,
 , John Moyer ,5811.429501, ,
 , Shannon Saunders ,5809.844737, ,
 , Tuatha Dea ,5809.766051, ,
 , King Dalton ,5808.073695, ,
 , Pimpton ,5808.015598, ,
 , Brumby ,5807.440051, ,
 , Skrip ,5807.294336, ,
 , Red Sage ,5806.320901, ,
 , Bill Ryder Jones ,5805.967038, ,
 , The Bitteroots ,5805.730066, ,
 , Marquee Mayfield ,5804.583426, ,
 , Greg Davies ,5803.304585, ,
 , Jeremy Pinnell ,5803.045745, ,
 , RVNT ,5802.629446, ,
 , Beyond Fallen ,5802.575805, ,
 , Les Evadés ,5800.520193, ,
 , Panda Da Panda ,5800.383786, ,
 , Cougars Band ,5800.01, ,
 , Heavy Justice ,5799.547136, ,
 , Lucki Eck$ ,5798.221459, ,
 , Skourge ,5797.419182, ,
 , Iron Bison ,5797.098398, ,
 , Gareth Gates ,5797.076628, ,
 , I N U I T ,5796.936261, ,
 , The Rockingbirds ,5796.81083, ,
 , Girl Ray ,5796.533073, ,
 , Suitcase Junket ,5794.988167, ,
 , Morgoth ,5794.644579, ,
 , Electric Revolution ,5794.440631, ,
 , Danish String Quartet ,5793.253643, ,
 , Cousin Earth ,5792.898383, ,
 , Amewu ,5790.900081, ,
 , Thorsten Flinck ,5790.461938, ,
 , Coagula ,5790.06639, ,
 , The Darker my Horizon ,5789.157251, ,
 , King Lincoln ,5789.081771, ,
 , Freewill ,5788.728188, ,
 , All Your Sorrows ,5788.439246, ,
 , Employed To Serve ,5787.475938, ,
 , M Ross Perkins ,5786.891318, ,
 , Amini ,5786.815838, ,
 , Ryland ,5786.620443, ,
 , Michael Kelsey ,5784.127651, ,
 , Speak ,5783.452192, ,
 , Years Young ,5782.949364, ,
 , Muddy Belle ,5781.34519, ,
 , Swoope ,5781.308373, ,
 , Hudsy ,5781.022126, ,
 , Sunset Trail ,5780.904769, ,
 , Antony Santos ,5780.315812, ,
 , Glenn Zaleski ,5780.227154, ,
 , Dawg Yawp ,5779.34264, ,
 , Five Minute Major ,5779.128609, ,
 , Bradley Carter Music ,5775.632066, ,
 , The ShowHawk Duo ,5775.507277, ,
 , Owleye ,5775.40603, ,
 , Slates ,5775.235729, ,
 , Drake White & the Big Fire ,5775.180492, ,
 , Author and Punisher ,5774.235986, ,
 , Sylvain Kassap ,5773.898419, ,
 , Robert Ray ,5771.213843, ,
 , The Morning Watch ,5770.957563, ,
 , The Fuzz Band ,5770.15392, ,
 , AVN ,5769.246743, ,
 , Kioko ,5769.179889, ,
 , Infected Rain ,5768.451063, ,
 , Fairbanks & the Lonesome Light ,5768.277085, ,
 , Hemka ,5767.394726, ,
 , Royal Forest ,5766.690393, ,
 , Little Yellow Dog ,5765.815521, ,
 , Jeff Cohen ,5764.913481, ,
 , Lovely Budz ,5764.634822, ,
 , Shenna ,5764.542433, ,
 , Morgan McKay Music ,5763.799941, ,
 , The Ex-Optimists ,5762.883162, ,
 , Smax Music ,5762.776031, ,
 , Sabiendas ,5760.010452, ,
 , Crack the Sky ,5759.948486, ,
 , Death Vessel ,5759.557988, ,
 , Savannah Keyes ,5758.69257, ,
 , Runnin' with the Diesel Tour ,5758.179865, ,
 , gaël duro ,5755.918848, ,
 , Tim Baker ,5755.287803, ,
 , Gwennyn ,5755.103353, ,
 , Phil Taggart ,5755.067962, ,
 , Crayon Pop ,5754.021121, ,
 , Zoúme ,5753.387798, ,
 , Son Mieux ,5753.33435, ,
 , Lazersnake ,5752.647986, ,
 , The Alpha Complex ,5751.769424, ,
 , Tony Match ,5751.309578, ,
 , J GRGRY ,5751.248036, ,
 , Vaporizer ,5750.29622, ,
 , Camu ,5750.200031, ,
 , Mollie Collins ,5748.821999, ,
 , Vivacity ,5748.802891, ,
 , This is Our Dance ,5748.70832, ,
 , Morgan Leigh Band ,5748.177626, ,
 , Boone Howard ,5747.611718, ,
 , Blackup ,5744.603381, ,
 , Detrace ,5744.374752, ,
 , Luke Quinn ,5742.880141, ,
 , Sunday Drive ,5742.515939, ,
 , Past Action Heroes ,5742.498448, ,
 , Robert Nickson ,5742.340522, ,
 , Daniel Lee ,5742.321756, ,
 , Paul Cardall ,5741.983795, ,
 , Primitive Quartet ,5741.916954, ,
 , Tracy Thomas ,5741.591754, ,
 , Shiny Shiny Black ,5741.520694, ,
 , Soft Lions ,5741.470878, ,
 , Sousou ,5740.242202, ,
 , SUR ELLZ ,5739.213977, ,
 , Sunny War ,5739.184129, ,
 , Mista Jiggz ,5738.92975, ,
 , The Whiskey Treaty ,5738.057671, ,
 , Zohki ,5738.033846, ,
 , Detain ,5737.931051, ,
 , The Band That Fell to Earth ,5737.682007, ,
 , Brother in arms ,5737.317295, ,
 , Submission Red ,5735.465487, ,
 , Cue The Sun ,5734.828626, ,
 , BONDI (live) ,5734.300791, ,
 , JWP ,5733.850096, ,
 , Lionel Loueke Trio w Massimo Biolcati & Ferenc Nemeth ,5732.404196, ,
 , Chiara ,5731.675363, ,
 , Christian Vander ,5731.565706, ,
 , Sia Yaraghi ,5730.824972, ,
 , Little Bighorn ,5730.127869, ,
 , The Fix ,5730.123501, ,
 , Samecity ,5729.752856, ,
 , Burn It Up ,5729.752856, ,
 , &Me ,5728.729314, ,
 , Martial Law ,5728.340463, ,
 , LOGICAL TERROR ,5728.330503, ,
 , The Maddigans ,5727.852331, ,
 , Sages ,5726.995029, ,
 , The Disfunction ,5724.788189, ,
 , Marlen Billii ,5724.032737, ,
 , Olivia Jean ,5723.978835, ,
 , Set To Sail ,5723.019157, ,
 , Mythology ,5722.713306, ,
 , Survival Guide ,5721.318593, ,
 , Red Tide Rising ,5721.033028, ,
 , Chiron ,5720.873806, ,
 , Alibi ,5720.454752, ,
 , Dreamcatcher ,5719.553639, ,
 , Infamous String Dusters ,5717.242998, ,
 , Rattlesnake Shake ,5717.141391, ,
 , DeMille Music ,5716.354457, ,
 , Nothing Special ,5716.078198, ,
 , Casey James Prestwood and the Burning Angels ,5715.827285, ,
 , MICHEL JONASZ QUARTET ,5714.771378, ,
 , Edan Archer ,5714.323428, ,
 , Edie Brickell & New Bohemians ,5713.042182, ,
 , Tanika Charles ,5709.229698, ,
 , VITJA ,5708.176098, ,
 , PATKO ,5707.896972, ,
 , Bukatribe ,5707.20507, ,
 , Duck And Cover ,5707.149547, ,
 , People of the Earth ,5706.245287, ,
 , Ryan David Orr ,5705.154389, ,
 , Fireside Prophets ,5705.073325, ,
 , Semaphore ,5703.582962, ,
 , Tomazzo ,5703.333594, ,
 , The Raleigh Ringers ,5703.067841, ,
 , Oracle Room ,5700.687738, ,
 , Rozalla ,5699.34047, ,
 , DJ Tatiana ,5698.020392, ,
 , Kore Rozzik ,5697.869391, ,
 , Tabah ,5697.555173, ,
 , This Is Hardcore ,5695.027873, ,
 , Aycee Lovely ,5691.506545, ,
 , Owen's Friends ,5690.770634, ,
 , Rachel Holder ,5690.101378, ,
 , Caretaker ,5689.981906, ,
 , Toy Soldiers ,5689.811571, ,
 , Christine Ott ,5688.889215, ,
 , Cali Conscious ,5687.530792, ,
 , Highdro ,5687.435494, ,
 , the Ivory ,5687.044613, ,
 , Chasing Morgan ,5686.967515, ,
 , May Cheung ,5686.547622, ,
 , Faustus ,5684.752036, ,
 , Lower Tar ,5684.296606, ,
 , Corima ,5683.019038, ,
 , The Duskwhales ,5682.768335, ,
 , Prof.Fuzz 63 ,5682.533617, ,
 , MNYNMS ,5681.149351, ,
 , Dennis Hamm ,5680.987318, ,
 , timbo ,5680.618305, ,
 , My Autumn ,5679.805509, ,
 , Mammoth Grinder ,5679.155378, ,
 , Head of Femur ,5678.586211, ,
 , Broken Arrow Blues Band ,5678.436171, ,
 , Pree ,5677.188684, ,
 , Obscurity ,5674.440673, ,
 , Kerry and Friends ,5674.152567, ,
 , Righteous Hillbillies ,5674.152407, ,
 , Federico Gardenghi ,5673.623192, ,
 , Kraus ,5672.527947, ,
 , Holiday Swing ,5672.034246, ,
 , Hayden Summerall ,5668.716026, ,
 , Kristen Englenz ,5667.163359, ,
 , Surround Sound ,5666.956256, ,
 , WORLD OF LIES ,5666.834821, ,
 , Mr Mendel ,5665.178899, ,
 , Janysett McPherson ,5664.681947, ,
 , North11 ,5664.481687, ,
 , Dirtyheads ,5664.248097, ,
 , Saviors ,5663.529646, ,
 , Caliber Theory ,5663.438387, ,
 , itchy-O ,5663.301165, ,
 , Strawberry Alarm Clock ,5662.623868, ,
 , Fisk ,5662.285862, ,
 , ZuluZuluu ,5658.383127, ,
 , James Weston ,5658.360231, ,
 , Thy Disease ,5657.790885, ,
 , This Side of Paradise ,5656.438339, ,
 , Vanilla Pod ,5656.384547, ,
 , Great News ,5655.14882, ,
 , Beatlemania Magic ,5655.110169, ,
 , The Spotlight ,5653.628548, ,
 , Gordo ,5652.429192, ,
 , Level5 ,5652.210639, ,
 , Liam Hayes & Plush ,5651.147113, ,
 , Loser's Circle ,5649.903295, ,
 , MikeyMoNYC ,5648.604069, ,
 , Donald Harrison Quintet ,5647.74564, ,
 , Otter ,5646.245865, ,
 , Light You Up ,5645.88653, ,
 , Syria Sorrow ,5643.836228, ,
 , Felix Fast4Ward ,5643.786082, ,
 , The Sink or Swim ,5643.431687, ,
 , Icibalao - Presque Oui ,5641.793521, ,
 , Wandl ,5640.840852, ,
 , Sarah Hobbs ,5640.15729, ,
 , TBASA ,5640.083667, ,
 , Casey Buckley ,5639.868923, ,
 , Patrick Murphy ,5637.75963, ,
 , Jimmy Gonzalez ,5635.608936, ,
 , Ingrimm ,5635.250672, ,
 , BATUmusic ,5634.2776, ,
 , Archer Monk ,5634.030484, ,
 , The Ringers ,5633.653148, ,
 , The Lumberjack Feedback ,5632.66355, ,
 , Sadie Hawkins Day ,5632.255337, ,
 , Catholic Action ,5631.570476, ,
 , Channing ,5631.431709, ,
 , Valis Ablaze ,5631.412302, ,
 , ÿordan ,5630.809091, ,
 , Younger Then ,5630.184775, ,
 , Creature From Dell Pond ,5628.461941, ,
 , Vibe Street ,5627.229146, ,
 , Toxic Waltz ,5626.973074, ,
 , The Co Founder ,5626.911832, ,
 , Killmama ,5626.750264, ,
 , Magnetik South ,5625.689973, ,
 , Lili K. ,5623.822004, ,
 , John Gray ,5622.510029, ,
 , Weird Is the New Cool ,5622.30144, ,
 , Idlewild South ,5620.638173, ,
 , Outrun The Sunlight ,5619.972515, ,
 , Eradikator ,5618.915105, ,
 , SPRUNG ,5617.440575, ,
 , In Honor of ,5616.951453, ,
 , Ghost Brigade ,5616.290987, ,
 , Lobby Boxer ,5615.369501, ,
 , Artwhy ,5614.488783, ,
 , Dirty Thursday ,5613.090849, ,
 , Roger! ,5613.008312, ,
 , Andreas Johnson ,5610.94701, ,
 , VEISLAKT ,5610.539677, ,
 , Allen Morris Music ,5610.469139, ,
 , Detroit Symphony Orchestra ,5609.951376, ,
 , Blank Spaces ,5609.672102, ,
 , The Merles ,5608.448057, ,
 , Evertale ,5604.741926, ,
 , Admiral Freebee - Official Fanpage ,5603.020041, ,
 , Trapped On Earth ,5602.712874, ,
 , Bonnie and the Clydes ,5602.581783, ,
 , Paul Millns ,5602.260241, ,
 , Jason Yeager Music ,5601.942648, ,
 , NamNamBulu  ,5600.527169, ,
 , Kissey ,5600.078432, ,
 , DJ RELLYRELL ,5599.700493, ,
 , Cascading Elephants ,5598.761262, ,
 , Steeltown Horns ,5597.688484, ,
 , Rae Hering Music ,5596.868401, ,
 , Gabacho Maroc ,5595.880134, ,
 , Belmondo ,5595.637695, ,
 , The Magpie Salute ,5595.04586, ,
 , Josh Abbot Band ,5594.924836, ,
 , BATHSHEBA ,5593.76931, ,
 , Billy Van ,5593.020188, ,
 , Selectric ,5592.207522, ,
 , The Air I Breathe ,5591.888285, ,
 , Max (BG) ,5591.547047, ,
 , Little Racer ,5591.025047, ,
 , J-Spin ,5590.814786, ,
 , Town Meeting ,5590.670091, ,
 , [PIAS] Nites ,5589.878552, ,
 , How I Quit Crack ,5588.971305, ,
 , Ashes to Angels ,5588.688243, ,
 , INDECENT ,5587.429304, ,
 , Mehenet ,5586.440418, ,
 , Benjamin Rauhala ,5586.267939, ,
 , Universal Rebel ,5583.268717, ,
 , Grass is Green ,5582.728487, ,
 , Josh Weathers ,5582.654299, ,
 , Taddy Porter ,5582.401894, ,
 , Fritz Montana ,5579.993599, ,
 , The Place ,5578.916558, ,
 , Anneli Drecker ,5577.873899, ,
 , Mir Fontane ,5577.802252, ,
 , Clara Luciani ,5576.224381, ,
 , GUNNTER ,5576.086018, ,
 , Mentalow Music ,5575.410209, ,
 , Spinning Coin ,5575.060051, ,
 , Rob Meany & Terramara ,5574.782852, ,
 , Something to Do ,5574.557945, ,
 , True Love ,5573.763798, ,
 , Coming Clean ,5572.985041, ,
 , Orchard Lounge ,5572.679138, ,
 , Sean Anonymous ,5572.127212, ,
 , Cybernetic Witch Cult ,5572.087919, ,
 , Alma Afrobeat Ensemble ,5570.896209, ,
 , Hadouk Quartet ,5569.454779, ,
 , CONCURA The Cure Tribute ,5569.436003, ,
 , Orpheus Omega ,5568.678457, ,
 , Metropole Orkest ,5566.565731, ,
 , Marco Remus ,5566.323163, ,
 , 45 RPM ,5565.643029, ,
 , Erik Stephen ,5564.876422, ,
 , Biscuit Miller & The Mix ,5564.339147, ,
 , GARY SCHUTT MUSIC ,5563.711247, ,
 , Crossing Rubicon ,5563.629319, ,
 , Jared Freid ,5560.380908, ,
 , Motor City Revue ,5560.292203, ,
 , Worse ,5560.032392, ,
 , Nikko Gray ,5559.893327, ,
 , the Analogues ,5559.865132, ,
 , Sioux Falls Canaries ,5558.154728, ,
 , Tough Luck ,5557.999037, ,
 , Zach Stone ,5556.86982, ,
 , Kayley Hill Music ,5556.861907, ,
 , REMI TOULON ,5555.731619, ,
 , Kampfar ,5555.235982, ,
 , Phil Denny ,5554.138763, ,
 , Naked Hazelbeard ,5553.967392, ,
 , Foreign Affairs ,5553.758631, ,
 , Ghost Of Christmas ,5553.599035, ,
 , Devil Inside ,5553.013955, ,
 , Scott Test ,5551.95016, ,
 , J-Ax ,5550.360943, ,
 , Turenne ,5550.266618, ,
 , Count Tutu ,5548.668751, ,
 , The Plott Hounds ,5548.088684, ,
 , Givers & Takers ,5547.332282, ,
 , Grupo Algodon ,5546.241091, ,
 , Panic Anchor ,5545.73113, ,
 , Remo Drive ,5545.643594, ,
 , Cannibale ,5544.553996, ,
 , The Plurals ,5541.449575, ,
 , Madrost ,5540.816186, ,
 , Billy Porter ,5539.92699, ,
 , The Fictionplay ,5539.869428, ,
 , Arc Flash ,5539.770561, ,
 , Kevin Jaggers ,5539.309612, ,
 , Lady Legs ,5539.215222, ,
 , King Ropes ,5538.862417, ,
 , Blackbird Hill ,5538.146787, ,
 , Tommy Brown and the County Line Grass ,5535.84617, ,
 , Red River ,5535.310001, ,
 , Pronto Mama ,5534.898083, ,
 , Sara Ann Garrison ,5534.48639, ,
 , CASH (Payin' respect to the man in black) ,5533.257158, ,
 , Dane Page ,5533.126085, ,
 , Merry Hell ,5532.70214, ,
 , Jay Airiness ,5531.539471, ,
 , Andrzej Piaseczny ,5531.046441, ,
 , Josh Card and The Restless Souls ,5530.639334, ,
 , Offkilter ,5530.071967, ,
 , Brie Capone ,5529.95245, ,
 , Anabelle Kay ,5527.976422, ,
 , Fight or Flight ,5527.712161, ,
 , HMLTD ,5527.660832, ,
 , Amael Piano Trio ,5527.630234, ,
 , Brightside (US) ,5527.474298, ,
 , Whirr ,5526.601958, ,
 , Eken Is Dead ,5525.220047, ,
 , Red Yarn ,5524.234927, ,
 , Jordan Mackampa ,5524.196029, ,
 , Totally Slow ,5518.520896, ,
 , Lost in the Trees ,5517.059477, ,
 , Toka ,5515.979043, ,
 , Super Thief ,5515.565429, ,
 , John Mailander ,5515.294006, ,
 , Bodega Bay ,5515.033552, ,
 , Richard Thompson Electric Trio ,5514.655252, ,
 , Sweet Little Machine ,5513.044415, ,
 , Clowder ,5512.860945, ,
 , Daniel Ellsworth & The Great Lakes ,5510.809057, ,
 , Chameleon Culture ,5509.582846, ,
 , Building429 ,5509.016732, ,
 , The Midnight Ramble Band ,5508.905832, ,
 , Villages ,5508.097929, ,
 , D'AMATO ,5507.953175, ,
 , A Flourishing Scourge ,5507.107592, ,
 , Lars Demian ,5507.084277, ,
 , Await Rescue ,5504.892676, ,
 , HAIDOUTI ORKESTAR ,5502.731226, ,
 , Skully ,5502.512576, ,
 , Skunkmello ,5502.326463, ,
 , Little Miss Ann ,5501.284206, ,
 , 1000 Miles of Fire ,5500.91135, ,
 , Lady Moustache ,5499.431745, ,
 , Chelsea Shag ,5498.43469, ,
 , SUMAN & PLACEBO - CONNECTED ,5498.039757, ,
 , Beth Blade and The Beautiful Disasters ,5497.937281, ,
 , Ready Revolution ,5496.984439, ,
 , King Kong Blues ,5494.981012, ,
 , SkyAcre ,5494.520647, ,
 , Andromeda ,5493.696878, ,
 , Toothbone ,5493.445627, ,
 , Granny Tweed ,5493.045024, ,
 , Bahamacide ,5489.565639, ,
 , The Stash! Band ,5488.124975, ,
 , Vox and the Hound ,5486.904623, ,
 , Saddle of Southern Darkness ,5480.177348, ,
 , Thomas Wynn and The Believers ,5479.996445, ,
 , Roxy Swain ,5479.907758, ,
 , Phantom Phunk ,5479.514977, ,
 , Gregory Pepper and his Problems ,5479.403613, ,
 , Stone Machine Electric ,5478.399674, ,
 , Tina Dickow ,5478.256063, ,
 , Woodkid ,5477.957612, ,
 , Linus Svenning ,5477.443096, ,
 , Green Sunshine ,5477.278901, ,
 , Killer Hearts ,5476.067509, ,
 , Caravels ,5476.021373, ,
 , Santah ,5471.212371, ,
 , The Petty Hearts ,5467.992524, ,
 , The Drip ,5467.917606, ,
 , DEATH EYES ,5465.194494, ,
 , Kingdom Heirs ,5464.559704, ,
 , Alex de Vree ,5464.240579, ,
 , Cranston Dean ,5463.948735, ,
 , Boybands Forever ,5462.845338, ,
 , Medvedi ,5462.428903, ,
 , Bornholm ,5462.020049, ,
 , Datin ,5460.900767, ,
 , Rebellious Spirit ,5459.623599, ,
 , Krazy1 Promotions ,5458.578714, ,
 , A.A. Bondy ,5458.02353, ,
 , Madison Douglas ,5457.384656, ,
 , Camilo Séptimo ,5457.224828, ,
 , Jackson Heights Music ,5455.225792, ,
 , Danny Kusz ,5454.759127, ,
 , Narrow Hearts ,5454.610621, ,
 , Awaken the Empire ,5454.307774, ,
 , Kyko ,5452.621453, ,
 , ICONOCAUST ,5451.599888, ,
 , Paul Dateh ,5451.156949, ,
 , Kay Odyssey ,5450.462966, ,
 , 8erl in Ehr'n ,5449.947911, ,
 , Meghan Tonjes ,5449.856664, ,
 , Grant Stinnett Page ,5449.132121, ,
 , Robyn Bennett & Bang Bang ,5447.808001, ,
 , Anousheh ,5446.837244, ,
 , MC Lightfoot ,5446.788527, ,
 , Ideateam ,5446.536949, ,
 , DJ Mike B ,5444.410113, ,
 , Sienna ,5444.028165, ,
 , TURBOBIER ,5443.592065, ,
 , Jenny Woo's Holy Flame ,5443.238842, ,
 , Thomas Michael Riley ,5441.125959, ,
 , Kiss the Curse ,5440.864623, ,
 , Evile ,5440.171608, ,
 , Toulouse Engelhardt ,5439.662732, ,
 , Bon Gamin Ent. ,5439.592897, ,
 , Sam Kogon ,5436.837707, ,
 , The Weather Machine ,5436.811465, ,
 , Fail To Decay ,5434.581319, ,
 , Lonely Spring ,5434.130859, ,
 , Calvin Coal ,5434.092369, ,
 , Read Southall Band ,5432.812982, ,
 , Chris Stillwell ,5431.15403, ,
 , Anomic ,5431.04635, ,
 , Two Faces West ,5430.927454, ,
 , Sweet Ghosts ,5430.808737, ,
 , Consortium Alt Music ,5430.787246, ,
 , Drew Chadwick ,5428.359055, ,
 , Rebel ShakeDown ,5428.299472, ,
 , Julien Barbagallo ,5427.885606, ,
 , Tezaura ,5427.141923, ,
 , Tania Moon ,5427.038723, ,
 , NORA HAMZAWI ,5426.517385, ,
 , Jonathan Tea Music ,5426.436088, ,
 , Cordelia & The Buffalo ,5425.280933, ,
 , Kayla Rae ,5424.976695, ,
 , Pyro Games ,5424.320207, ,
 , Malene Markussen ,5424.083618, ,
 , Graham Weber ,5423.609261, ,
 , Creole String Beans ,5423.511366, ,
 , Pure Ecstasy ,5422.981001, ,
 , Drowning ,5422.60757, ,
 , Sonic Geometry ,5421.01532, ,
 , Atoms Fall ,5420.31249, ,
 , Bobby Earth ,5420.217903, ,
